Accession	Name	Description	ID
ARO:3002830	vgaALC	vgaALC is an ABC-F subfamily protein expressed in staphylococci that confers resistance to streptogramin A antibiotics and related compounds. It is associated with plasmid DNA.	39264
ARO:3002831	vgaC	vgaC is an ABC-F subfamily protein expressed in staphylococci that confers resistance to streptogramin A antibiotics and related compounds. It is associated with plasmid DNA.	39265
ARO:3002832	vgaD	vgaD is an ABC-F subfamily protein expressed in Enterococcus faecium that confers resistance to streptogramin A antibiotics and related compounds. It is associated with plasmid DNA.	39266
ARO:3002833	vgaE	vgaE is an ABC-F subfamily protein expressed in staphylococci that confers resistance to streptogramin A antibiotics and related compounds. It is associated with transposon DNA.	39267
ARO:3002835	lnuA	lnuA is a plasmid-mediated nucleotidyltransferase found in Staphylococcus chromogenes	39269
ARO:3002836	lnuB	lnuB is a plasmid-mediated nucleotidyltransferase found in Streptococcus lutetiensis	39270
ARO:3002837	lnuC	lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae	39271
ARO:3002838	lnuD	lnuD is a plasmid-mediated nucleotidyltransferase found in Streptococcus uberis	39272
ARO:3002839	lnuF	lnuF is an integron-mediated nucleotidyltransferase found in Escherichia coli	39273
ARO:3002840	vatA	vatA is a plasmid-mediated acetyltransferase found in Staphylococcus aureus	39274
ARO:3002841	vatB	vatB is a plasmid-mediated acetyltransferase found in Staphylococcus aureus	39275
ARO:3002842	vatC	vatC is a plasmid-mediated acetyltransferase found in Staphylococcus cohnii	39276
ARO:3002843	vatD	vatD is a transposon-mediated acetyltransferase found in Enterococcus faecium	39277
ARO:3002844	vatE	vatE is a transposon-mediated acetyltransferase found in Enterococcus faecium	39278
ARO:3002845	vatH	vatH is a plasmid-mediated acetyltransferase found in Enterococcus faecium	39279
ARO:3002846	arr-1	arr-1 is a chromosome-encoded ribosyltransferase found in Mycolicibacterium smegmatis	39280
ARO:3002847	arr-2	arr-2 is an integron-encoded ribosyltransferase found in Pseudomonas aeruginosa	39281
ARO:3002848	arr-3	arr-3 is a plasmid-encoded ribosyltransferase found in Vibrio fluvialis	39282
ARO:3002849	arr-4	arr-4 is an integron-encoded ribosyltransferase found in Pseudomonas aeruginosa	39283
ARO:3002850	arr-5	arr-5 is an integron-encoded ribosyltransferase found in Pseudomonas aeruginosa	39284
ARO:3002852	arr-7	arr-7 is an integron-encoded ribosyltransferase found in Pseudomonas aeruginosa	39286
ARO:3002853	arr-8	arr-8 is an integron-encoded ribosyltransferase found in Klebsiella oxytoca	39287
ARO:3002854	dfrA1	dfrA1 is an integron-encoded dihydrofolate reductase	39288
ARO:3002856	dfrA24	dfrA24 is an integron-encoded dihydrofolate reductase found in Escherichia coli	39290
ARO:3002857	dfrA26	dfrA26 is an integron-encoded dihydrofolate reductase found in Escherichia coli	39291
ARO:3002858	dfrA12	dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae	39292
ARO:3002859	dfrA14	dfrA14 is an integron-encoded dihydrofolate reductase found in Escherichia coli	39293
ARO:3002860	dfrA17	dfrA17 is an integron-encoded dihydrofolate reductase found in Escherichia coli	39294
ARO:3002861	dfrA5	dfrA5 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae	39295
ARO:3002862	dfrA7	dfrA7 is an integron-encoded dihydrofolate reductase found in Escherichia coli	39296
ARO:3002863	dfrA8	dfrA8 is a transposon-encoded dihydrofolate reductase found in Salmonella enterica	39297
ARO:3002864	dfrB1	A plasmid-associated trimethoprim-resistant dihydrofolate reductase detected in Bordetella bronchispetica on pKBB958.	39298
ARO:3002865	dfrC	dfrC is a chromosome-encoded dihydrofolate reductase found in Staphylococcus aureus	39299
ARO:3002866	dfrD	dfrD is a plasmid-encoded dihydrofolate reductase found in Listeria monocytogenes	39300
ARO:3002867	dfrF	dfrF is a chromosome-encoded dihydrofolate reductase found in Streptococcus pyogenes	39301
ARO:3002868	dfrG	dfrG is a plasmid-encoded dihydrofolate reductase found in Staphylococcus aureus	39302
ARO:3002869	dfrK	dfrK is a plasmid-encoded dihydrofolate reductase found in Staphylococcus aureus	39303
ARO:3002870	tet34	tet34 causes the activation of Mg2+-dependent purine nucleotide synthesis, which protects the protein synthesis pathway. It is found in Gram-negative Vibrio	39304
ARO:3002871	tet37	tet37 is a chromosome-encoded oxidoreductase isolated from an uncultured bacterium that confers resistance to tetracycline	39305
ARO:3002872	FosA3	An enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.	39306
ARO:3002873	FosB3	A thiol transferase that leads to the resistance of fosfomycin in Enterococcus faecium. Contrasting FosA, FosB is dependent on the cofactor Magnesium (II) and uses either bacillithiol to open up the epoxide ring of fosfomycin.	39307
ARO:3002874	FosC2	FosC2 is an enzyme that phosphorylates fosfomycin to confer resistance in Escherichia coli	39308
ARO:3002875	dfrE	dfrE is a chromosome-encoded dihydrofolate reductase found in Enterococcus faecalis	39309
ARO:3002876	ethambutol resistant aftA	Arabinofuranosyltransferases allow for the polymerization of arabinose to form arabinan. Arabinan is required for formation of mycobacterial cell walls and arabinosyltransferases are targets of the drug ethambutol. Mutations in these genes can confer resistance to ethambutol.	39310
ARO:3002877	BcI	Bacillus cereus beta-lactamase I is a zinc metallo-beta-lactamase that hydrolyzes a large number of penicillins and cephalosporins in the Bacillus cereus strain 569/H/9	39311
ARO:3002878	BcII	Bacillus cereus beta-lactamase II is a zinc metallo-beta-lactamase that hydrolyzes a large number of penicillins and cephalosporins in the Bacillus cereus strain 5/B/6	39312
ARO:3002879	linG	linG is an integron-associated gene cassette, with aadA2, encoding a lincosomide nucleotidyltransferase found in Salmonella enterica. linG confers resistance to lincosomide antibiotics.	39313
ARO:3002881	lmrC	lmrC is an ABC-F subfamily protein that confers resistance to lincosamides in Streptomyces lincolnensis and Lactococcus lactis. It can dimerize with lmrD	39315
ARO:3002882	lmrD	lmrD is a chromosomally-encoded efflux pump that confers resistance to lincosamides in Streptomyces lincolnensis and Lactococcus lactis. It can dimerize with lmrC	39316
ARO:3002883	rgt1438	rgt1438 is a glycosyltransferase that confers rifampin resistance in Streptomyces	39317
ARO:3002884	iri	iri is a monooxygenase that confers resistance to rifampin found in Rhodococcus hoagii	39318
ARO:3002891	otr(A)	otr(A) is an oxytetracycline resistance ribosomal protection protein found in Streptomyces rimosus	39325
ARO:3002892	otr(B)	otr(B) is a tetracycline resistance efflux pump found in Streptomyces rimosus	39326
ARO:3002893	tcr3	tcr3 is a tetracycline efflux pump that confers self-resistance to Kitasatospora aureofaciens	39327
ARO:3002894	otrC	otrC is a tetracycline resistance efflux pump found in Streptomyces rimosus	39328
ARO:3002895	SAT-2	SAT-2 is a plasmid-mediated streptothricin acetyltransferase, which confers resistance to streptothricin, a nucleoside antibiotic. Originally described from an E. coli plasmid sequence by Heim et al., 1989.	39329
ARO:3002897	SAT-4	SAT-4 is a plasmid-mediated streptothricin acetyltransferase and streptothricin (a nucleoside antibiotic) resistant determinant. Originally described from a Campylobacter coli BE/G4 plasmid gene sequence by Jacob et al, 1994.	39331
ARO:3002898	SAT-3	SAT-3 is a plasmid-mediated streptothricin acetyltransferase and streptothricin resistance determinant. Originally described from an E. coli plasmid gene by Tietze and Brevet, 1995.	39332
ARO:3002905	VanS-VanR two-component regulatory system	van genes that are involved in activating and regulating transcription of gene clusters	39339
ARO:3002906	van ligase	van ligases synthesize alternative substrates for peptidoglycan synthesis that reduce vancomycin binding affinity.	39340
ARO:3002907	vanE	VanE is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Ser, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity in Enterococcus faecalis	39341
ARO:3002908	vanF	VanF is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Lac, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity. It is associated with both vancomycin and teicoplanin resistance in Paenibacillus popilliae	39342
ARO:3002909	vanG	VanG is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Ser, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity in Enterococcus faecalis	39343
ARO:3002910	vanL	VanL is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Ser, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity in Enterococcus faecalis	39344
ARO:3002911	vanM	VanM is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Lac, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity. It is associated with both vancomycin and teicoplanin resistance.	39345
ARO:3002912	vanN	VanN is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Ser, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity in Enterococcus faecium	39346
ARO:3002913	vanO	VanO is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Lac, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity. It is associated with both vancomycin and teicoplanin resistance.	39347
ARO:3002914	vanJ	vanJ is a novel membrane protein that confers resistance to teicoplanin and its derivatives in Streptomyces coelicolor by recycling undecaprenol pyrophosphate during cell wall biosynthesis.	39348
ARO:3002915	vanK	VanK is a member of the Fem family of enzymes that add the cross-bridge amino acids to the stem pentapeptide of cell wall precursors in Streptomyces coelicolor that confers inducible, high-level vancomycin resistance	39349
ARO:3002916	vanV	vanV is an accessory protein of van operons, first identified in the vanB operon. It is not required for vancomycin resistance.	39350
ARO:3002917	glycopeptide resistance gene cluster VanN	Homologous to vanC, contains a D-Ala-D-Ser ligase. The plasmid-located vanM gene cluster is inducible and confers low resistance to vancomycin. vanN organisms remain susceptible to teicoplanin. Gene orientation: N(XY)TRS	39351
ARO:3002918	glycopeptide resistance gene cluster VanO	Homologous to vanA, contains a D-Ala-D-Lac ligase. The chromosome-located vanO gene cluster is inducible. Not much is known about the biochemistry about the vanO gene cluster. Gene orientation: orf1 RS orf2 HOX	39352
ARO:3002919	vanRA	vanRA, also known as vanR, is a vanR variant found in the vanA gene cluster	39353
ARO:3002921	vanRB	vanRB is a vanR variant found in the vanB gene cluster	39355
ARO:3002922	vanRC	vanRC is a vanR variant found in the vanC gene cluster	39356
ARO:3002923	vanRD	vanRD is a mutated vanR variant found in the vanD gene cluster that caused constitutive expression of vanD peptidoglycan synthesis	39357
ARO:3002924	vanRE	vanRE is a vanR variant found in the vanE gene cluster	39358
ARO:3002925	vanRF	vanRF is a vanR variant found in the vanF gene cluster	39359
ARO:3002926	vanRG	vanRG is a vanR variant found in the vanG gene cluster	39360
ARO:3002927	vanRL	vanRL is a vanR variant found in the vanL gene cluster	39361
ARO:3002928	vanRM	vanRM is a vanR variant found in the vanM gene cluster	39362
ARO:3002929	vanRN	vanRN is a vanR variant found in the vanN gene cluster	39363
ARO:3002930	vanRO	vanRO is a vanR variant found in the vanO gene cluster	39364
ARO:3002931	vanSA	vanSA, also known as vanS, is a vanS variant found in the vanA gene cluster	39365
ARO:3002932	vanSB	vanSB is a vanS variant found in the vanB gene cluster	39366
ARO:3002933	vanSC	vanSC is a vanS variant found in the vanC gene cluster	39367
ARO:3002934	vanSD	vanSD is a mutated vanS variant found in the vanD gene cluster that caused constitutive expression of vanD peptidoglycan synthesis	39368
ARO:3002935	vanSE	vanSE is a vanS variant found in the vanE gene cluster	39369
ARO:3002936	vanSF	vanSF is a vanS variant found in the vanF gene cluster	39370
ARO:3002937	vanSG	vanSG is a vanS variant found in the vanG gene cluster	39371
ARO:3002938	vanSL	vanSL is a vanS variant found in the vanL gene cluster	39372
ARO:3002939	vanSM	vanSM is a vanS variant found in the vanM gene cluster	39373
ARO:3002940	vanSN	vanSN is a vanS variant found in the vanN gene cluster	39374
ARO:3002941	vanSO	vanSO is a vanS variant found in the vanO gene cluster	39375
ARO:3002942	vanHA	vanHA, also known as vanH, is a vanH variant in the vanA gene cluster	39376
ARO:3002943	vanHB	vanHB is a vanH variant in the vanB gene cluster	39377
ARO:3002944	vanHD	vanHD is a vanH variant in the vanD gene cluster	39378
ARO:3002945	vanHF	vanHF is a vanH variant in the vanF gene cluster	39379
ARO:3002947	vanHM	vanHM is a vanH variant in the vanM gene cluster	39381
ARO:3002948	vanHO	vanHO is a vanH variant in the vanO gene cluster	39382
ARO:3002949	vanXA	vanXA, also known as vanX, is a vanX variant found in the vanA gene cluster	39383
ARO:3002950	vanXB	vanXB is a vanX variant found in the vanB gene cluster	39384
ARO:3002952	vanXF	vanXF is a vanX variant found in the vanF gene cluster	39386
ARO:3002953	vanXM	vanXM is a vanX variant found in the vanM gene cluster	39387
ARO:3002954	vanXO	vanXO is a vanX variant found in the vanO gene cluster	39388
ARO:3002955	vanYA	vanYA, also known as vanY, is a vanY variant found in the vanA gene cluster	39389
ARO:3002956	vanYB	vanYB is a vanY variant found in the vanB gene cluster	39390
ARO:3002957	vanYD	vanYD is a vanY variant found in the vanD gene cluster	39391
ARO:3002958	vanYF	vanYF is a vanY variant found in the vanF gene cluster	39392
ARO:3002959	vanYG1	vanYG1 is a vanY variant found in the vanG gene cluster	39393
ARO:3002961	vanYM	vanYM is a vanY variant found in the vanM gene cluster	39395
ARO:3002962	vanZA	vanZA, also known as vanZ, is a vanZ variant found in the vanA gene cluster	39396
ARO:3002963	vanZF	vanZF is a vanZ variant found in the vanF gene cluster	39397
ARO:3002964	vanWB	vanWB, also known as vanW, is a vanW variant found in the vanB gene cluster	39398
ARO:3002965	vanWG	vanWG is a vanW variant found in the vanG gene cluster	39399
ARO:3002966	vanXYC	vanXYC is a vanXY variant found in the vanC gene cluster	39400
ARO:3002967	vanXYE	vanXYE is a vanXY variant found in the vanE gene cluster	39401
ARO:3002968	vanXYL	vanXYL is a vanXY variant found in the vanL gene cluster	39402
ARO:3002969	vanXYN	vanXYN is a vanXY variant found in the vanN gene cluster	39403
ARO:3002970	vanTC	vanTC is a vanT variant found in the vanC gene cluster	39404
ARO:3002971	vanTE	vanTE is a vanT variant found in the vanE gene cluster	39405
ARO:3002972	vanTG	vanTG is a vanT variant found in the vanG gene cluster	39406
ARO:3002973	vanTmL	vanTmL is a vanT variant found in the vanL gene cluster. vanTmL codes for the membrane-binding domain of vanTL	39407
ARO:3002974	vanTrL	vanTrL is a vanT variant found in the vanL gene cluster. vanTrL codes for the racemase component of vanT	39408
ARO:3002975	vanTN	vanTN is a vanT variant found in the vanN gene cluster	39409
ARO:3002976	gene(s) or protein(s) associated with a glycopeptide resistance cluster	Van genes encode for various proteins that are involved in conferring vancomycin and teicoplanin resistance.	39410
ARO:3002978	D-Ala-D-Lac ligase	van ligases that synthesize D-Ala-D-Lac, an alternative peptidoglycan substrate that confers resistance to vancomycin	39412
ARO:3002979	D-Ala-D-Ser ligase	van ligases that synthesize D-Ala-D-Ser, an alternative peptidoglycan substrate that confers resistance to vancomycin	39413
ARO:3002980	aspergillomarasmine A	Aspergillomarasmine A, a fungal natural product, has been shown to inhibit the NDM-1 and VIM-2 enzymes, restoring of the activity of meropenem against carbapenem-resistant pathogens possessing either NDM-1 or VIM-2.	39414
ARO:3002981	AmrAB-OprM	AmrAB is an RND efflux system that impairs aminoglycoside accumulation in clinical Burkholderia vietnamiensis strains	39415
